,path,damage,data_split,lat,lon
0,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.636613_29.841253000000002.jpeg,no_damage,train_another,-95.636613,29.841253000000002
1,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.637866_29.843740000000004.jpeg,no_damage,train_another,-95.637866,29.843740000000004
2,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.647575_29.838532.jpeg,no_damage,train_another,-95.647575,29.838532
3,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-96.970674_28.484492.jpeg,no_damage,train_another,-96.970674,28.484492
4,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-96.973605_28.828359000000003.jpeg,no_damage,train_another,-96.973605,28.828359000000003
5,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.634212_29.855851.jpeg,no_damage,train_another,-95.634212,29.855851
6,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.641616_29.773052000000003.jpeg,no_damage,train_another,-95.641616,29.773052000000003
7,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.63591_29.83908.jpeg,no_damage,train_another,-95.63591,29.83908
8,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.096374_29.836113.jpeg,no_damage,train_another,-95.096374,29.836113
9,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.08173000000001_29.877618.jpeg,no_damage,train_another,-95.08173000000001,29.877618
10,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.152738_30.019168.jpeg,no_damage,train_another,-95.152738,30.019168
11,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.636495_29.840015.jpeg,no_damage,train_another,-95.636495,29.840015
12,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.084755_29.82895.jpeg,no_damage,train_another,-95.084755,29.82895
13,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.160839_29.929108000000003.jpeg,no_damage,train_another,-95.160839,29.929108000000003
14,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.631273_29.77954.jpeg,no_damage,train_another,-95.631273,29.77954
15,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.636015_29.846484999999998.jpeg,no_damage,train_another,-95.636015,29.846484999999998
16,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.633174_29.770991.jpeg,no_damage,train_another,-95.633174,29.770991
17,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.06581899999999_29.811885999999998.jpeg,no_damage,train_another,-95.06581899999999,29.811885999999998
18,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.636624_29.862940999999996.jpeg,no_damage,train_another,-95.636624,29.862940999999996
19,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.628084_29.775609999999997.jpeg,no_damage,train_another,-95.628084,29.775609999999997
20,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.28875500000001_29.608051.jpeg,no_damage,train_another,-95.28875500000001,29.608051
21,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.272908_29.605915000000003.jpeg,no_damage,train_another,-95.272908,29.605915000000003
22,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-96.971151_28.787583.jpeg,no_damage,train_another,-96.971151,28.787583
23,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.096062_29.845171999999998.jpeg,no_damage,train_another,-95.096062,29.845171999999998
24,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.079187_30.029640999999998.jpeg,no_damage,train_another,-95.079187,30.029640999999998
25,/content/satellite-images-of-hurricane-damage/train_another/no_damage/-95.583256_29.981007.jpeg,no_damage,train_another,-95.583256,29.981007
